request_id,customer_id,open_time,closed_time,request_type,csr_id
RQ00002414,CU002486,2024-12-25 12:29:00,2024-12-25 14:04:31.638057,General Inquiry,CSR008
RQ00002415,CU001885,2024-08-28 03:37:00,2024-08-28 04:48:36.695307,Service & Account Management,CSR002
RQ00002416,CU002250,2024-02-26 09:10:00,2024-02-26 10:50:56.818405,Service & Account Management,CSR013
RQ00002417,CU001647,2024-04-25 07:25:00,2024-04-26 02:02:54.672445,Billing & Payments,CSR010
RQ00002418,CU000305,2024-08-03 22:35:00,2024-08-06 09:57:43.207636,Technical Support,CSR006
RQ00002419,CU001755,2024-08-01 04:08:00,2024-08-01 16:45:21.434433,Security & Fraud,CSR009
RQ00002420,CU001522,2024-12-10 04:49:00,2024-12-10 06:03:28.614205,General Inquiry,CSR009
RQ00002421,CU000745,2024-01-03 07:05:00,2024-01-03 08:21:30.554778,General Inquiry,CSR015
RQ00002422,CU001838,2024-12-13 06:53:00,2024-12-13 07:42:58.626507,Service & Account Management,CSR012
RQ00002423,CU001944,2024-06-22 15:16:00,2024-06-22 20:15:33.080308,Service & Account Management,CSR008
RQ00002424,CU001067,2024-01-25 22:44:00,2024-01-27 12:47:45.927001,Security & Fraud,CSR005
RQ00002425,CU001899,2024-10-08 21:25:00,2024-10-08 22:00:44.902160,General Inquiry,CSR004
RQ00002426,CU001454,2024-06-28 00:40:00,2024-06-29 17:46:56.099856,Technical Support,CSR011
RQ00002427,CU001322,2024-11-01 15:36:00,2024-11-01 18:22:48.674381,Billing & Payments,CSR002
RQ00002428,CU001978,2024-07-28 11:37:00,2024-07-28 12:42:27.542904,General Inquiry,CSR008
RQ00002429,CU000458,2024-06-08 21:50:00,2024-06-08 23:11:31.835083,Service & Account Management,CSR012
RQ00002430,CU001163,2024-02-10 05:17:00,2024-02-10 07:04:37.372341,General Inquiry,CSR010
RQ00002431,CU000098,2024-08-19 05:42:00,2024-08-19 09:30:37.702419,Billing & Payments,CSR009
RQ00002432,CU001797,2024-02-27 06:58:00,2024-02-27 12:51:31.844205,Service & Account Management,CSR006
RQ00002433,CU000793,2024-02-27 18:05:00,2024-02-27 20:25:41.859894,Service & Account Management,CSR010
RQ00002434,CU001579,2024-01-03 14:19:00,2024-01-03 15:05:02.065159,General Inquiry,CSR011
RQ00002435,CU000098,2024-11-02 21:41:00,2024-11-03 17:11:35.440489,Security & Fraud,CSR009
RQ00002436,CU000703,2024-01-18 17:30:00,2024-01-18 22:44:46.110140,Service & Account Management,CSR005
RQ00002437,CU001651,2024-11-24 04:17:00,2024-11-24 12:50:13.860701,Billing & Payments,CSR004
RQ00002438,CU002463,2024-07-27 16:43:00,2024-07-27 21:33:21.268127,Service & Account Management,CSR009
RQ00002439,CU000394,2024-09-16 12:15:00,2024-09-17 18:42:40.710770,Security & Fraud,CSR012
RQ00002440,CU000989,2024-04-02 13:14:00,2024-04-02 19:46:45.468908,Security & Fraud,CSR007
RQ00002441,CU001838,2024-08-28 05:05:00,2024-08-28 05:21:41.912407,General Inquiry,CSR005
RQ00002442,CU001130,2024-08-04 02:42:00,2024-08-04 08:34:34.311610,Service & Account Management,CSR012
RQ00002443,CU001244,2024-09-02 07:33:00,2024-09-02 08:37:40.929298,Service & Account Management,CSR009
RQ00002444,CU000798,2024-02-25 03:18:00,2024-02-26 01:25:01.298967,Technical Support,CSR003
RQ00002445,CU001576,2024-10-23 20:34:00,2024-10-26 13:21:44.438193,Technical Support,CSR007
RQ00002446,CU001466,2024-02-25 11:19:00,2024-02-25 14:15:35.103044,Service & Account Management,CSR008
RQ00002447,CU000283,2024-06-11 12:45:00,2024-06-11 13:51:23.007784,Service & Account Management,CSR015
RQ00002448,CU001245,2024-09-26 02:25:00,2024-09-29 08:22:15.074941,Technical Support,CSR008
RQ00002449,CU001796,2024-03-01 08:47:00,2024-03-02 08:08:49.589619,Billing & Payments,CSR007
RQ00002450,CU001264,2024-02-02 04:46:00,2024-02-05 13:50:38.642015,Technical Support,CSR008
RQ00002451,CU001175,2024-06-21 00:52:00,2024-06-21 06:22:47.158507,Service & Account Management,CSR009
RQ00002452,CU000409,2024-01-01 22:58:00,2024-01-02 04:25:29.977952,Service & Account Management,CSR002
RQ00002453,CU001068,2024-07-01 22:57:00,2024-07-02 00:20:19.849255,General Inquiry,CSR012
RQ00002454,CU002266,2024-09-04 18:38:00,2024-09-04 20:36:14.323626,General Inquiry,CSR014
RQ00002455,CU001831,2024-05-28 15:15:00,2024-05-28 17:24:36.855154,Service & Account Management,CSR010
RQ00002456,CU001623,2024-08-28 15:22:00,2024-09-04 06:57:23.967308,Technical Support,CSR009
RQ00002457,CU000680,2024-10-01 13:44:00,2024-10-01 17:44:54.395318,Service & Account Management,CSR015
RQ00002458,CU000933,2024-08-27 00:26:00,2024-08-27 05:04:24.889407,Service & Account Management,CSR013
RQ00002459,CU001019,2024-01-01 15:47:00,2024-01-01 17:12:54.307863,General Inquiry,CSR010
RQ00002460,CU000146,2024-08-13 13:01:00,2024-08-13 14:23:51.024871,General Inquiry,CSR013
RQ00002461,CU001387,2024-10-07 07:54:00,2024-10-07 12:11:03.834050,Service & Account Management,CSR007
RQ00002462,CU002469,2024-02-26 23:12:00,2024-02-27 02:21:56.682941,Service & Account Management,CSR008
RQ00002463,CU001728,2024-05-04 05:25:00,2024-05-07 03:53:53.492381,Technical Support,CSR009
RQ00002464,CU002393,2024-08-18 09:22:00,2024-08-18 13:44:01.656403,Service & Account Management,CSR011
RQ00002465,CU000216,2024-05-07 01:18:00,2024-05-07 04:04:00.139507,Service & Account Management,CSR006
RQ00002466,CU001510,2024-06-02 03:50:00,2024-06-02 09:04:41.216546,Service & Account Management,CSR013
RQ00002467,CU000275,2024-02-27 05:46:00,2024-02-27 17:19:37.098134,Security & Fraud,CSR015
RQ00002468,CU001410,2024-11-04 13:57:00,2024-11-09 07:33:30.818856,Technical Support,CSR008
RQ00002469,CU001274,2024-07-11 21:42:00,2024-07-11 22:31:20.684611,Service & Account Management,CSR015
RQ00002470,CU001659,2024-05-16 18:44:00,2024-05-19 20:51:12.436501,Technical Support,CSR011
RQ00002471,CU002029,2024-06-03 23:21:00,2024-06-03 23:32:39.999853,General Inquiry,CSR013
RQ00002472,CU001226,2024-10-03 22:33:00,2024-10-04 03:05:44.347172,Service & Account Management,CSR013
RQ00002473,CU002073,2024-12-24 05:02:00,2024-12-24 23:26:44.422619,Billing & Payments,CSR008
RQ00002474,CU000286,2024-08-05 23:29:00,2024-08-06 04:56:59.826188,Service & Account Management,CSR009
RQ00002475,CU001626,2024-10-19 11:28:00,2024-10-19 17:03:12.571223,Service & Account Management,CSR002
RQ00002476,CU000146,2024-07-16 07:34:00,2024-07-16 16:06:40.608538,Security & Fraud,CSR007
RQ00002477,CU002241,2024-12-04 12:12:00,2024-12-04 13:34:19.716088,Service & Account Management,CSR010
RQ00002478,CU000207,2024-07-05 15:55:00,2024-07-07 11:07:02.355677,Technical Support,CSR001
RQ00002479,CU000540,2024-03-28 14:12:00,2024-03-29 21:59:05.238551,Technical Support,CSR003
RQ00002480,CU001031,2024-08-20 07:52:00,2024-08-20 21:05:11.122387,Technical Support,CSR009
RQ00002481,CU002492,2024-03-13 06:11:00,2024-03-13 16:12:41.908437,Billing & Payments,CSR011
RQ00002482,CU001510,2024-06-22 11:27:00,2024-06-22 14:32:12.578205,Service & Account Management,CSR012
RQ00002483,CU000479,2024-05-27 10:31:00,2024-05-27 13:09:04.323425,Service & Account Management,CSR014
RQ00002484,CU000570,2024-05-04 06:43:00,2024-05-04 08:26:42.746459,Service & Account Management,CSR010
RQ00002485,CU000359,2024-04-23 23:41:00,2024-04-26 21:01:55.385846,Technical Support,CSR005
RQ00002486,CU000507,2024-09-24 12:20:00,2024-09-24 13:20:05.180728,General Inquiry,CSR003
RQ00002487,CU001609,2024-06-21 13:18:00,2024-06-21 16:58:52.023973,Service & Account Management,CSR006
RQ00002488,CU000878,2024-04-19 11:50:00,2024-04-19 13:26:04.065558,General Inquiry,CSR011
RQ00002489,CU001316,2024-06-10 08:00:00,2024-06-10 09:58:49.872449,General Inquiry,CSR013
RQ00002490,CU001079,2024-04-01 13:17:00,2024-04-01 15:39:23.979899,Service & Account Management,CSR010
RQ00002491,CU000500,2024-01-11 05:25:00,2024-01-12 14:04:00.725932,Technical Support,CSR009
RQ00002492,CU001292,2024-07-08 12:31:00,2024-07-13 13:59:54.656084,Technical Support,CSR009
RQ00002493,CU002092,2024-09-28 02:55:00,2024-09-28 03:18:26.543253,General Inquiry,CSR015
RQ00002494,CU001921,2024-08-01 21:05:00,2024-08-02 17:18:47.484041,Technical Support,CSR002
RQ00002495,CU000149,2024-03-03 02:16:00,2024-03-03 03:12:42.588692,General Inquiry,CSR005
RQ00002496,CU002000,2024-01-04 21:23:00,2024-01-04 21:37:36.681289,General Inquiry,CSR006
RQ00002497,CU001104,2024-09-04 17:43:00,2024-09-06 07:39:34.937205,Technical Support,CSR001
RQ00002498,CU000240,2024-12-19 20:35:00,2024-12-19 22:52:55.394431,Service & Account Management,CSR004
RQ00002499,CU001054,2024-06-04 03:16:00,2024-06-10 18:13:26.023243,Technical Support,CSR001
RQ00002500,CU002259,2024-02-05 18:42:00,2024-02-06 00:14:18.283149,Service & Account Management,CSR010
RQ00002501,CU000136,2024-09-04 21:41:00,2024-09-05 07:01:19.081956,Billing & Payments,CSR011
RQ00002502,CU001222,2024-02-03 12:59:00,2024-02-03 14:19:14.453744,General Inquiry,CSR009
RQ00002503,CU002080,2024-09-26 12:35:00,2024-09-28 07:04:46.677170,Security & Fraud,CSR009
RQ00002504,CU001965,2024-11-27 13:53:00,2024-11-27 19:19:52.825356,Service & Account Management,CSR013
RQ00002505,CU000064,2024-08-13 13:56:00,2024-08-13 14:41:19.477684,General Inquiry,CSR013
RQ00002506,CU000063,2024-11-25 18:49:00,2024-11-30 22:10:25.352949,Technical Support,CSR003
RQ00002507,CU002405,2024-02-15 21:20:00,2024-02-20 11:48:52.381986,Technical Support,CSR004
RQ00002508,CU000288,2024-06-18 22:37:00,2024-06-18 23:22:27.869211,Service & Account Management,CSR014
RQ00002509,CU000156,2024-01-03 18:46:00,2024-01-05 08:40:55.956720,Security & Fraud,CSR002
RQ00002510,CU001181,2024-12-03 18:03:00,2024-12-03 20:27:30.829375,Service & Account Management,CSR013
RQ00002511,CU000034,2024-05-03 12:11:00,2024-05-04 14:12:57.989876,Technical Support,CSR002
RQ00002512,CU000615,2024-03-25 07:41:00,2024-03-26 05:22:39.887671,Billing & Payments,CSR011
RQ00002513,CU002084,2024-03-02 14:45:00,2024-03-08 15:56:16.041298,Technical Support,CSR009
RQ00002514,CU001485,2024-01-27 12:23:00,2024-01-31 12:03:23.355817,Technical Support,CSR008
RQ00002515,CU002118,2024-07-13 02:24:00,2024-07-13 03:59:39.676018,Service & Account Management,CSR011
RQ00002516,CU000004,2024-10-03 02:28:00,2024-10-03 06:37:58.893677,Service & Account Management,CSR003
RQ00002517,CU001651,2024-07-15 04:27:00,2024-07-21 10:25:12.852431,Technical Support,CSR009
RQ00002518,CU000693,2024-06-08 10:50:00,2024-06-08 11:54:15.069110,General Inquiry,CSR012
RQ00002519,CU000848,2024-08-26 17:21:00,2024-08-26 21:03:55.239077,Service & Account Management,CSR011
RQ00002520,CU001310,2024-09-28 21:13:00,2024-10-03 22:25:16.125569,Technical Support,CSR007
RQ00002521,CU001169,2024-08-15 15:04:00,2024-08-17 01:33:37.628950,Technical Support,CSR009
RQ00002522,CU001597,2024-10-26 06:47:00,2024-10-31 03:54:50.916806,Technical Support,CSR008
RQ00002523,CU000967,2024-03-15 15:19:00,2024-03-15 15:49:40.868149,General Inquiry,CSR010
RQ00002524,CU002061,2024-01-03 15:27:00,2024-01-04 18:58:44.666359,Security & Fraud,CSR013
RQ00002525,CU002329,2024-03-24 22:11:00,2024-03-28 05:58:02.272009,Technical Support,CSR007
RQ00002526,CU002120,2024-01-26 14:06:00,2024-01-26 19:35:45.797393,Service & Account Management,CSR013
RQ00002527,CU002252,2024-05-06 12:41:00,2024-05-06 18:12:22.667835,Service & Account Management,CSR014
RQ00002528,CU002191,2024-10-08 19:02:00,2024-10-08 19:54:02.112981,Service & Account Management,CSR011
RQ00002529,CU001306,2024-12-13 04:43:00,2024-12-13 05:42:46.879514,General Inquiry,CSR010
RQ00002530,CU002233,2024-03-18 04:27:00,2024-03-18 07:47:24.042641,Service & Account Management,CSR013
RQ00002531,CU001942,2024-02-10 23:30:00,2024-02-11 01:22:36.415175,General Inquiry,CSR014
RQ00002532,CU002474,2024-02-04 16:35:00,2024-02-04 17:33:18.727069,General Inquiry,CSR012
RQ00002533,CU001723,2024-10-04 14:55:00,2024-10-04 16:10:14.307029,Service & Account Management,CSR007
RQ00002534,CU001124,2024-05-04 01:02:00,2024-05-04 06:23:02.655370,Service & Account Management,CSR010
RQ00002535,CU002109,2024-12-05 13:39:00,2024-12-06 05:36:01.675720,Billing & Payments,CSR006
RQ00002536,CU000407,2024-02-11 00:01:00,2024-02-11 05:39:37.373132,Billing & Payments,CSR015
RQ00002537,CU001604,2024-07-22 20:06:00,2024-07-22 21:44:13.200721,General Inquiry,CSR003
RQ00002538,CU001472,2024-07-17 20:24:00,2024-07-17 22:11:16.990724,Service & Account Management,CSR005
RQ00002539,CU001277,2024-05-06 04:30:00,2024-05-11 12:25:36.171338,Technical Support,CSR004
RQ00002540,CU002025,2024-12-28 06:24:00,2024-12-29 03:54:44.225219,Billing & Payments,CSR013
RQ00002541,CU001384,2024-03-18 00:57:00,2024-03-18 01:52:54.959355,Service & Account Management,CSR015
RQ00002542,CU001656,2024-05-28 12:18:00,2024-05-28 17:19:41.221546,Service & Account Management,CSR013
RQ00002543,CU000445,2024-03-16 07:47:00,2024-03-16 09:04:19.833014,General Inquiry,CSR007
RQ00002544,CU000325,2024-08-28 00:12:00,2024-08-29 02:37:11.386170,Security & Fraud,CSR011
RQ00002545,CU001367,2024-11-05 13:54:00,2024-11-05 19:15:55.821132,Service & Account Management,CSR004
RQ00002546,CU000549,2024-03-05 04:26:00,2024-03-06 14:02:15.840848,Security & Fraud,CSR010
RQ00002547,CU000676,2024-01-14 20:11:00,2024-01-14 22:44:41.072276,Service & Account Management,CSR013
RQ00002548,CU001764,2024-01-28 01:59:00,2024-01-28 05:36:57.977336,Billing & Payments,CSR014
RQ00002549,CU001852,2024-06-21 06:53:00,2024-06-23 02:34:50.235470,Security & Fraud,CSR011
RQ00002550,CU002203,2024-01-26 20:21:00,2024-01-28 03:13:03.184159,Security & Fraud,CSR011
RQ00002551,CU000940,2024-01-04 08:29:00,2024-01-04 11:16:16.566118,Service & Account Management,CSR005
RQ00002552,CU000592,2024-11-12 08:08:00,2024-11-12 10:07:55.010355,Service & Account Management,CSR012
RQ00002553,CU002484,2024-01-04 03:54:00,2024-01-04 07:17:13.949555,Service & Account Management,CSR010
RQ00002554,CU001644,2024-06-24 01:29:00,2024-06-29 13:00:13.935749,Technical Support,CSR010
RQ00002555,CU002137,2024-02-03 07:37:00,2024-02-03 08:06:33.324132,General Inquiry,CSR013
RQ00002556,CU002038,2024-08-10 08:09:00,2024-08-10 11:07:57.088743,Service & Account Management,CSR001
RQ00002557,CU001998,2024-02-01 06:17:00,2024-02-02 07:34:41.005280,Security & Fraud,CSR007
RQ00002558,CU000422,2024-06-02 14:15:00,2024-06-02 14:50:40.907184,General Inquiry,CSR005
RQ00002559,CU001723,2024-02-21 14:54:00,2024-02-28 00:06:57.499821,Technical Support,CSR009
RQ00002560,CU001279,2024-09-05 14:33:00,2024-09-06 10:46:25.048856,Security & Fraud,CSR003
RQ00002561,CU000681,2024-10-23 21:02:00,2024-10-24 02:23:09.379515,Service & Account Management,CSR001
RQ00002562,CU000486,2024-01-05 00:07:00,2024-01-05 05:23:44.250416,Service & Account Management,CSR004
RQ00002563,CU000831,2024-09-03 08:34:00,2024-09-04 00:31:46.700303,Technical Support,CSR013
RQ00002564,CU001006,2024-04-19 14:04:00,2024-04-19 14:38:36.639128,General Inquiry,CSR010
RQ00002565,CU000406,2024-11-17 10:50:00,2024-11-17 12:11:18.658877,Service & Account Management,CSR007
RQ00002566,CU001974,2024-10-27 06:28:00,2024-10-27 08:04:23.258217,General Inquiry,CSR003
RQ00002567,CU002129,2024-10-28 11:01:00,2024-10-28 11:20:24.884363,General Inquiry,CSR007
RQ00002568,CU001029,2024-03-20 17:16:00,2024-03-20 20:06:10.034347,Service & Account Management,CSR004
RQ00002569,CU001981,2024-12-01 13:12:00,2024-12-01 15:37:53.466808,Service & Account Management,CSR014
RQ00002570,CU001475,2024-11-04 11:46:00,2024-11-10 17:25:46.270701,Technical Support,CSR009
RQ00002571,CU002324,2024-11-03 22:02:00,2024-11-04 02:06:26.464515,Service & Account Management,CSR015
RQ00002572,CU000525,2024-06-02 09:48:00,2024-06-02 12:15:37.960603,Service & Account Management,CSR011
RQ00002573,CU001121,2024-06-03 15:34:00,2024-06-03 16:08:57.471441,General Inquiry,CSR004
RQ00002574,CU001891,2024-05-28 00:45:00,2024-05-28 01:51:21.913820,General Inquiry,CSR015
RQ00002575,CU002442,2024-04-25 20:44:00,2024-04-25 20:53:00.439611,General Inquiry,CSR002
RQ00002576,CU001457,2024-12-27 01:00:00,2024-12-27 02:36:04.082465,General Inquiry,CSR005
RQ00002577,CU000823,2024-11-28 07:55:00,2024-11-29 04:54:04.842278,Billing & Payments,CSR010
RQ00002578,CU000318,2024-09-15 03:20:00,2024-09-15 05:37:47.901509,Service & Account Management,CSR013
RQ00002579,CU001343,2024-09-05 12:26:00,2024-09-05 14:14:04.541532,General Inquiry,CSR011
RQ00002580,CU001039,2024-03-24 06:19:00,2024-03-24 10:33:59.212129,Service & Account Management,CSR006
RQ00002581,CU000495,2024-03-01 03:29:00,2024-03-01 23:06:40.005054,Security & Fraud,CSR010
RQ00002582,CU001769,2024-10-08 03:16:00,2024-10-08 04:51:42.647682,General Inquiry,CSR013
RQ00002583,CU001948,2024-01-10 06:03:00,2024-01-10 07:02:44.166615,General Inquiry,CSR014
RQ00002584,CU000308,2024-03-26 13:22:00,2024-03-26 18:24:32.313919,Service & Account Management,CSR007
RQ00002585,CU000693,2024-01-06 20:56:00,2024-01-06 21:51:36.593980,General Inquiry,CSR011
RQ00002586,CU001486,2024-01-28 08:08:00,2024-02-03 16:33:51.659088,Technical Support,CSR001
RQ00002587,CU000868,2024-12-04 17:09:00,2024-12-11 00:13:05.724713,Technical Support,CSR008
RQ00002588,CU000309,2024-06-12 19:45:00,2024-06-17 22:12:10.390251,Technical Support,CSR001
RQ00002589,CU001747,2024-01-26 06:29:00,2024-01-26 07:44:41.651110,Service & Account Management,CSR009
RQ00002590,CU002287,2024-01-16 03:47:00,2024-01-16 21:14:42.885489,Billing & Payments,CSR007
RQ00002591,CU001936,2024-07-05 21:36:00,2024-07-06 00:21:44.694514,Service & Account Management,CSR013
RQ00002592,CU002262,2024-02-03 03:43:00,2024-02-03 23:23:23.921426,Technical Support,CSR014
RQ00002593,CU002401,2024-11-27 07:30:00,2024-11-27 18:13:25.815467,Security & Fraud,CSR006
RQ00002594,CU000282,2024-05-12 18:42:00,2024-05-12 22:42:16.446482,Service & Account Management,CSR009
RQ00002595,CU000060,2024-07-03 15:06:00,2024-07-03 16:09:03.795623,Service & Account Management,CSR007
RQ00002596,CU001627,2024-06-02 13:11:00,2024-06-03 04:48:13.794758,Security & Fraud,CSR011
RQ00002597,CU001693,2024-11-26 17:57:00,2024-11-30 23:11:23.311567,Technical Support,CSR001
RQ00002598,CU000466,2024-06-05 23:15:00,2024-06-06 00:40:29.977242,General Inquiry,CSR013
RQ00002599,CU000397,2024-07-26 11:29:00,2024-07-26 13:19:00.332427,General Inquiry,CSR007
RQ00002600,CU001662,2024-12-16 17:15:00,2024-12-16 19:02:32.744743,Service & Account Management,CSR010
RQ00002601,CU001435,2024-08-28 13:48:00,2024-08-28 17:40:02.397633,Service & Account Management,CSR015
RQ00002602,CU001623,2024-04-27 01:55:00,2024-04-28 19:18:17.077270,Security & Fraud,CSR014
RQ00002603,CU001491,2024-02-17 10:14:00,2024-02-18 07:46:11.719874,Security & Fraud,CSR007
RQ00002604,CU002468,2024-06-06 22:31:00,2024-06-07 00:25:33.397997,General Inquiry,CSR004
RQ00002605,CU001265,2024-04-05 17:43:00,2024-04-06 09:09:07.282645,Technical Support,CSR002
RQ00002606,CU000949,2024-04-12 16:03:00,2024-04-12 16:22:23.256887,General Inquiry,CSR010
RQ00002607,CU002416,2024-02-12 01:19:00,2024-02-17 12:35:34.405033,Technical Support,CSR015
RQ00002608,CU001035,2024-09-13 13:29:00,2024-09-13 16:27:05.741651,Service & Account Management,CSR013
RQ00002609,CU000296,2024-10-23 10:33:00,2024-10-25 07:33:55.077494,Security & Fraud,CSR009
RQ00002610,CU002254,2024-10-26 01:13:00,2024-10-26 03:41:28.165813,Service & Account Management,CSR005
RQ00002611,CU001678,2024-09-26 19:52:00,2024-09-26 20:54:37.783749,General Inquiry,CSR006
RQ00002612,CU001731,2024-11-23 09:43:00,2024-11-24 06:31:09.165448,Technical Support,CSR009
RQ00002613,CU000493,2024-05-19 22:10:00,2024-05-19 22:48:22.656490,General Inquiry,CSR002
RQ00002614,CU001185,2024-09-02 20:20:00,2024-09-02 22:25:23.656514,Service & Account Management,CSR013
RQ00002615,CU001713,2024-02-06 23:20:00,2024-02-07 03:55:44.480541,Service & Account Management,CSR012
RQ00002616,CU000692,2024-01-11 17:47:00,2024-01-11 20:11:18.228534,Service & Account Management,CSR014
RQ00002617,CU001473,2024-08-27 06:08:00,2024-08-27 11:23:27.558018,Security & Fraud,CSR014
RQ00002618,CU000206,2024-09-01 19:34:00,2024-09-02 01:14:37.294040,Service & Account Management,CSR003
RQ00002619,CU002244,2024-12-27 19:22:00,2024-12-27 20:52:51.719536,General Inquiry,CSR015
RQ00002620,CU001992,2024-12-01 12:37:00,2024-12-01 14:08:42.663103,General Inquiry,CSR003
RQ00002621,CU000794,2024-05-28 11:54:00,2024-05-28 13:27:18.119787,General Inquiry,CSR001
RQ00002622,CU000293,2024-10-18 08:35:00,2024-10-18 11:22:51.039635,Service & Account Management,CSR001
RQ00002623,CU001964,2024-07-17 08:12:00,2024-07-17 08:43:37.488466,Service & Account Management,CSR004
RQ00002624,CU002380,2024-09-11 22:11:00,2024-09-18 08:05:31.208000,Technical Support,CSR007
RQ00002625,CU002148,2024-10-27 15:23:00,2024-10-27 17:06:28.755377,General Inquiry,CSR003
RQ00002626,CU000297,2024-02-03 18:32:00,2024-02-03 20:03:32.175114,Service & Account Management,CSR013
RQ00002627,CU000180,2024-11-02 13:02:00,2024-11-02 18:35:00.504493,Service & Account Management,CSR001
RQ00002628,CU000384,2024-09-11 15:47:00,2024-09-11 18:13:28.293053,Service & Account Management,CSR015
RQ00002629,CU000266,2024-03-27 08:27:00,2024-03-28 04:16:42.284754,Security & Fraud,CSR006
RQ00002630,CU002396,2024-11-26 07:04:00,2024-11-26 07:37:36.194817,Service & Account Management,CSR006
RQ00002631,CU000198,2024-01-04 06:11:00,2024-01-04 06:47:34.957209,Service & Account Management,CSR009
RQ00002632,CU001194,2024-03-12 06:52:00,2024-03-12 13:56:30.674612,Billing & Payments,CSR009
RQ00002633,CU002117,2024-02-05 07:26:00,2024-02-05 12:52:48.318586,Service & Account Management,CSR014
RQ00002634,CU000811,2024-12-26 13:08:00,2024-12-31 00:45:12.118600,Technical Support,CSR001
RQ00002635,CU001651,2024-01-26 01:54:00,2024-01-26 02:18:51.235921,General Inquiry,CSR012
RQ00002636,CU001469,2024-11-06 02:47:00,2024-11-07 09:10:41.432332,Technical Support,CSR015
RQ00002637,CU002257,2024-02-09 05:33:00,2024-02-09 16:59:51.553538,Security & Fraud,CSR007
RQ00002638,CU000695,2024-12-03 09:39:00,2024-12-05 09:00:05.313279,Technical Support,CSR011
RQ00002639,CU001304,2024-03-01 21:35:00,2024-03-02 01:14:05.325984,Service & Account Management,CSR012
RQ00002640,CU000047,2024-01-07 12:05:00,2024-01-11 08:19:52.553735,Technical Support,CSR012
RQ00002641,CU002255,2024-10-24 20:14:00,2024-10-24 22:39:51.583247,Service & Account Management,CSR011
RQ00002642,CU001055,2024-02-11 20:04:00,2024-02-12 17:49:52.292825,Technical Support,CSR006
RQ00002643,CU001231,2024-04-28 00:58:00,2024-04-28 01:10:37.087717,General Inquiry,CSR012
RQ00002644,CU001559,2024-11-28 16:14:00,2024-12-04 14:56:52.501852,Technical Support,CSR005
RQ00002645,CU000028,2024-01-27 23:25:00,2024-01-28 05:14:43.854725,Service & Account Management,CSR001
RQ00002646,CU000655,2024-05-27 09:42:00,2024-06-01 22:41:54.501964,Technical Support,CSR009
RQ00002647,CU001332,2024-12-28 06:23:00,2024-12-28 06:53:35.190732,General Inquiry,CSR012
RQ00002648,CU000331,2024-07-25 23:19:00,2024-07-26 02:41:56.623611,Service & Account Management,CSR009
RQ00002649,CU002048,2024-07-25 16:54:00,2024-07-25 19:30:47.780319,Service & Account Management,CSR013
RQ00002650,CU001529,2024-11-19 19:03:00,2024-11-19 20:46:51.855925,General Inquiry,CSR006
RQ00002651,CU001422,2024-06-28 00:41:00,2024-06-28 05:04:32.076902,Service & Account Management,CSR009
RQ00002652,CU000795,2024-04-13 01:32:00,2024-04-13 20:30:38.374274,Technical Support,CSR009
RQ00002653,CU001380,2024-04-04 22:24:00,2024-04-08 21:37:18.930200,Technical Support,CSR003
RQ00002654,CU001045,2024-11-12 09:59:00,2024-11-12 10:26:38.126666,General Inquiry,CSR006
RQ00002655,CU002084,2024-09-28 14:19:00,2024-10-04 23:30:50.388618,Technical Support,CSR007
RQ00002656,CU002357,2024-11-07 05:39:00,2024-11-07 06:27:12.678378,General Inquiry,CSR007
RQ00002657,CU002100,2024-05-02 07:37:00,2024-05-09 05:50:43.260661,Technical Support,CSR006
RQ00002658,CU002159,2024-07-25 21:18:00,2024-07-26 09:53:38.987916,Security & Fraud,CSR009
RQ00002659,CU000342,2024-04-02 02:11:00,2024-04-04 09:40:33.878810,Technical Support,CSR013
RQ00002660,CU001047,2024-02-07 08:55:00,2024-02-07 09:32:08.745187,General Inquiry,CSR001
RQ00002661,CU001723,2024-10-02 04:29:00,2024-10-02 05:54:57.188076,General Inquiry,CSR014
RQ00002662,CU002270,2024-06-28 01:16:00,2024-06-28 06:24:11.169361,Service & Account Management,CSR014
RQ00002663,CU000530,2024-10-16 10:31:00,2024-10-16 12:01:10.397389,General Inquiry,CSR005
RQ00002664,CU002076,2024-11-01 22:59:00,2024-11-07 07:32:42.061463,Technical Support,CSR014
RQ00002665,CU001624,2024-09-27 02:37:00,2024-09-27 19:19:18.920688,Billing & Payments,CSR002
RQ00002666,CU001607,2024-02-21 07:24:00,2024-02-21 18:59:49.206907,Billing & Payments,CSR007
RQ00002667,CU001347,2024-04-01 19:42:00,2024-04-05 23:30:31.440900,Technical Support,CSR001
RQ00002668,CU001369,2024-05-27 12:17:00,2024-05-27 19:28:29.835501,Billing & Payments,CSR008
RQ00002669,CU002090,2024-08-02 13:58:00,2024-08-06 10:50:17.086312,Technical Support,CSR001
RQ00002670,CU001356,2024-07-19 15:54:00,2024-07-19 16:11:17.187138,General Inquiry,CSR008
RQ00002671,CU001034,2024-12-06 04:57:00,2024-12-06 05:28:55.566313,General Inquiry,CSR002
RQ00002672,CU001599,2024-10-12 00:04:00,2024-10-12 01:59:10.502866,Service & Account Management,CSR002
RQ00002673,CU002201,2024-05-28 11:31:00,2024-05-30 03:02:31.679274,Technical Support,CSR004
RQ00002674,CU000164,2024-11-03 10:59:00,2024-11-03 15:22:18.875306,Service & Account Management,CSR003
RQ00002675,CU002061,2024-07-27 12:46:00,2024-07-27 13:32:26.471479,General Inquiry,CSR011
